🕘️更新时间,#genre#
广东新闻,http://183.10.180.142:202/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&down=1
广东新闻,http://14.153.167.94:4022/rtp/239.77.0.173:5146
广东新闻,http://14.145.187.131:4022/rtp/239.77.0.173:5146
广东新闻,http://120.198.84.146:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
广东民生,http://14.145.187.131:4022/rtp/239.77.0.225:5146
广东民生,http://113.100.14.187:40000/rtp/239.77.0.225:5146
广东民生,http://14.153.167.94:4022/rtp/239.77.0.225:5146
广东民生,http://120.198.84.146:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
广东民生,https://t.freetv.fun/live/yan-dong-min-sheng.m3u8
大湾区卫视,http://183.237.95.108:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
大湾区卫视,http://120.198.84.146:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
大湾区卫视,http://120.198.95.220:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&down=1
大湾区卫视,http://107.150.60.122/live/nfws.m3u8
大湾区卫视,http://192.151.150.154/live/nfws.m3u8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=6d9c0311929fc12857f6b810fab0188b&txTime=1913a3ed516
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=9e5008d4b91944fa76a957a93ae54870&txTime=1903e5f1cfd
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州综合,http://14.153.167.94:4022/rtp/239.253.43.71:5146
广州影视,http://183.10.180.142:202/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&down=1
深圳都市,http://183.10.180.142:202/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&down=1
深圳都市,http://116.77.33.98:44330/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0
汕头综合,http://14.153.167.94:4022/rtp/239.253.43.45:5146
汕头综合,http://113.100.14.187:40000/rtp/239.253.43.45:5146
汕头综合,http://14.145.187.131:4022/rtp/239.253.43.45:5146
汕头经济,http://183.10.180.142:202/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&down=1
佛山综合,http://14.153.167.94:4022/rtp/239.253.43.57:5146
佛山综合,http://113.100.14.187:40000/rtp/239.253.43.57:5146
佛山综合,http://14.145.187.131:4022/rtp/239.253.43.57:5146
韶关综合,http://14.145.187.131:4022/rtp/239.77.0.117:5146
韶关综合,http://14.153.167.94:4022/rtp/239.77.0.117:5146
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
肇庆综合,http://14.145.187.131:4022/rtp/239.253.43.1:5146
肇庆综合,http://14.153.167.94:4022/rtp/239.253.43.1:5146
肇庆综合,http://113.100.14.187:40000/rtp/239.253.43.1:5146
江门综合,http://14.153.167.94:4022/rtp/239.77.0.201:5146
江门综合,http://113.100.14.187:40000/rtp/239.77.0.201:5146
茂名综合,http://113.100.14.187:40000/rtp/239.77.0.206:5146
茂名综合,http://14.153.167.94:4022/rtp/239.77.0.206:5146
茂名综合,http://14.145.187.131:4022/rtp/239.77.0.206:5146
梅州综合,http://113.100.14.187:40000/rtp/239.253.43.123:5146
梅州综合,http://14.153.167.94:4022/rtp/239.253.43.123:5146
河源综合,http://113.100.14.187:40000/rtp/239.253.43.213:5146
河源综合,http://14.153.167.94:4022/rtp/239.253.43.213:5146
河源综合,http://14.145.187.131:4022/rtp/239.253.43.213:5146
清远综合,http://113.100.14.187:40000/rtp/239.253.43.33:5146
清远综合,http://14.153.167.94:4022/rtp/239.253.43.33:5146
清远综合,http://14.145.187.131:4022/rtp/239.253.43.33:5146
东莞综合,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
东莞综合,http://14.153.167.94:4022/rtp/239.253.43.104:5146
东莞综合,http://113.100.14.187:40000/rtp/239.253.43.104:5146
东莞综合,http://14.145.187.131:4022/rtp/239.253.43.104:5146
东莞综合,https://t.freetv.fun/live/dong-wan-zong-he.m3u8
中山综合,http://113.100.14.187:40000/rtp/239.77.0.185:5146
中山综合,http://113.100.14.187:40000/rtp/239.253.43.62:5146
中山综合,http://14.153.167.94:4022/rtp/239.253.43.62:5146
中山综合,http://14.145.187.131:4022/rtp/239.253.43.62:5146
中山综合,http://14.153.167.94:4022/rtp/239.77.0.185:5146
潮州综合,http://113.100.14.187:40000/rtp/239.253.43.70:5146
潮州综合,http://14.145.187.131:4022/rtp/239.253.43.70:5146
潮州综合,http://14.153.167.94:4022/rtp/239.253.43.70:5146
揭阳综合,http://113.100.14.187:40000/rtp/239.77.0.229:5146
揭阳综合,http://14.153.167.94:4022/rtp/239.77.0.229:5146
揭阳综合,http://14.145.187.131:4022/rtp/239.77.0.229:5146
云浮综合,http://113.100.14.187:40000/rtp/239.77.0.253:5146
云浮综合,http://14.153.167.94:4022/rtp/239.77.0.253:5146
云浮综合,http://14.145.187.131:4022/rtp/239.77.0.253:5146

🇭🇰香港频道,#genre#
翡翠台,http://120.198.84.146:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
翡翠台,http://120.238.94.82:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
翡翠台,http://183.62.8.58:50085/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
翡翠台,http://116.77.239.26:44300/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
明珠台,http://120.238.94.82:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
明珠台,http://183.62.8.58:50085/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
明珠台,http://120.198.84.146:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
凤凰卫视中文台,http://rihou.cc:555/tv/[Pd]凤凰中文
凤凰卫视中文台,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰卫视中文台,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰卫视中文台,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
凤凰卫视中文台,http://r.jdshipin.com/cCCzW
凤凰卫视香港台,http://rihou.cc:555/tv/[Pd]凤凰香港
凤凰卫视香港台,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰卫视香港台,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk2
凤凰卫视香港台,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰卫视香港台,http://r.jdshipin.com/yDoTN
港台电视31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
港台电视31,https://cdn.qd.je/163189.php?id=rthk31
港台电视32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
港台电视32,https://cdn.qd.je/163189.php?id=rthk32
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2

🇲🇴澳门频道,#genre#

🇹🇼台湾频道,#genre#
台视,https://t.freetv.fun/live/tai-shi-2.m3u8
中视,https://t.freetv.fun/live/zhong-shi.ts
中视,https://t.freetv.fun/live/zhong-shi-3.m3u8
华视,https://t.freetv.fun/live/hua-shi-1-1.ts
华视,https://t.freetv.fun/live/hua-shi-4.m3u8
华视,https://ha.msbot.dpdns.org/4gtv_api.php?id=6
民视,https://t.freetv.fun/live/min-shi-3.m3u8
民视,https://t.freetv.fun/live/min-shi-4.m3u8
公视,https://t.freetv.fun/live/gong-shi.ts
公视,https://t.freetv.fun/live/gong-shi-2.m3u8
中天新闻,http://rihou.cc:555/tv/[Hk]中天新聞
中天新闻,http://rihou.cc:555/tv/[Hk]中天新闻
中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen.m3u8
中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-1-1.m3u8
中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-3.m3u8
纬来体育,https://t.freetv.fun/live/wei-lai-ti-yu.m3u8
